id,type
ОРГ2-06867,1
ОРГ1-00520,2
ОРГ1-00910,3
ОРГ1-01560,0
ОРГ2-00067,0
ОРГ2-01629,2
ОРГ1-02934,2
ОРГ1-00784,2
ОРГ1-01617,2
ОРГ2-05211,0
ОРГ2-05087,2
ОРГ1-01377,0
ОРГ2-06851,1
ОРГ1-02202,1
ОРГ1-01856,0
ОРГ1-01472,2
ОРГ1-02850,2
ОРГ1-00713,2
ОРГ2-05928,1
ОРГ1-00948,3
ОРГ1-01529,2
ОРГ1-02889,2
ОРГ1-02631,2
ОРГ1-01798,0
ОРГ1-02508,2
ОРГ2-00725,1
ОРГ2-06172,2
ОРГ2-02628,1
ОРГ1-02849,2
ОРГ1-00530,2
ОРГ1-02147,2
ОРГ1-02087,1
ОРГ1-02694,0
ОРГ2-04867,2
ОРГ2-02718,2
ОРГ1-01630,2
ОРГ2-00444,0
ОРГ1-01870,2
ОРГ2-05627,2
ОРГ1-01913,2
ОРГ1-01273,2
ОРГ1-01343,2
ОРГ2-02537,2
ОРГ1-00677,0
ОРГ2-03086,2
ОРГ1-01773,0
ОРГ1-03010,0
ОРГ1-01375,0
ОРГ2-05967,1
ОРГ1-02784,1
ОРГ1-01299,2
ОРГ2-00006,0
ОРГ1-00323,2
ОРГ2-06413,2
ОРГ2-03795,1
ОРГ2-04013,1
ОРГ1-02196,0
ОРГ1-02006,2
ОРГ1-01779,0
ОРГ2-01406,1
ОРГ1-00916,2
ОРГ1-00598,2
ОРГ2-05004,1
ОРГ2-04731,1
ОРГ1-00688,0
ОРГ2-01388,3
ОРГ1-02096,2
ОРГ2-00151,2
ОРГ2-02762,0
ОРГ1-00517,3
ОРГ2-00603,0
ОРГ1-00719,0
ОРГ1-01533,0
ОРГ1-01717,2
ОРГ2-02422,2
ОРГ1-01245,2
ОРГ1-00558,1
ОРГ1-01802,2
ОРГ2-06315,1
ОРГ1-02112,3
ОРГ2-04453,2
ОРГ1-01292,2
ОРГ1-02197,0
ОРГ1-00089,3
ОРГ2-06137,2
ОРГ1-02011,2
ОРГ1-01892,2
ОРГ2-00635,1
ОРГ1-00422,0
ОРГ2-04214,2
ОРГ1-03020,0
ОРГ1-00125,0
ОРГ1-02755,2
ОРГ1-02925,2
ОРГ2-06122,2
ОРГ1-01285,2
ОРГ2-04036,0
ОРГ1-03002,2
ОРГ1-02893,2
ОРГ2-01077,1
ОРГ1-00469,2
ОРГ1-02060,2
ОРГ2-05042,2
