id,type
ОРГ1-02931,1
ОРГ1-00707,1
ОРГ1-01875,0
ОРГ1-01059,1
ОРГ1-02555,1
ОРГ1-01151,1
ОРГ1-01356,0
ОРГ1-02128,1
ОРГ1-02638,0
ОРГ1-02916,0
ОРГ1-00358,0
ОРГ1-02027,1
ОРГ1-01742,1
ОРГ2-03598,0
ОРГ1-01837,1
ОРГ1-03009,1
ОРГ1-02652,1
ОРГ1-02165,1
ОРГ1-01202,1
ОРГ1-01797,0
ОРГ2-06867,0
ОРГ1-00520,1
ОРГ1-00910,0
ОРГ1-01560,1
ОРГ2-00067,1
ОРГ2-01629,0
ОРГ1-02934,1
ОРГ1-00784,0
ОРГ1-01617,1
ОРГ2-05211,1
ОРГ2-05087,1
ОРГ1-01377,1
ОРГ2-06851,1
ОРГ1-02202,0
ОРГ1-01856,0
ОРГ1-01472,1
ОРГ1-02850,1
ОРГ1-00713,1
ОРГ2-05928,0
ОРГ1-00948,1
ОРГ1-01529,1
ОРГ1-02889,1
ОРГ1-02631,1
ОРГ1-01798,0
ОРГ1-02508,1
ОРГ2-00725,1
ОРГ2-06172,1
ОРГ2-02628,1
ОРГ1-02849,1
ОРГ1-00530,0
ОРГ1-02147,1
ОРГ1-02087,0
ОРГ1-02694,0
ОРГ2-04867,1
ОРГ2-02718,1
ОРГ1-01630,1
ОРГ2-00444,1
ОРГ1-01870,1
ОРГ2-05627,1
ОРГ1-01913,1
ОРГ1-01273,1
ОРГ1-01343,1
ОРГ2-02537,0
ОРГ1-00677,1
ОРГ2-03086,1
ОРГ1-01773,0
ОРГ1-03010,0
ОРГ1-01375,1
ОРГ2-05967,1
ОРГ1-02784,1
ОРГ1-01299,1
ОРГ2-00006,0
ОРГ1-00323,1
ОРГ2-06413,1
ОРГ2-03795,1
ОРГ2-04013,0
ОРГ1-02196,0
ОРГ1-02006,1
ОРГ1-01779,1
ОРГ2-01406,1
ОРГ1-00916,1
ОРГ1-00598,1
ОРГ2-05004,1
ОРГ2-04731,1
ОРГ1-00688,0
ОРГ2-01388,1
ОРГ1-02096,1
ОРГ2-00151,1
ОРГ2-02762,0
ОРГ1-00517,1
ОРГ2-00603,0
ОРГ1-00719,1
ОРГ1-01533,1
ОРГ1-01717,0
ОРГ2-02422,1
ОРГ1-01245,1
ОРГ1-00558,1
ОРГ1-01802,1
ОРГ2-06315,0
ОРГ1-02112,1
ОРГ2-04453,1
ОРГ1-01292,1
ОРГ1-02197,1
ОРГ1-00089,1
ОРГ2-06137,1
ОРГ1-02011,0
ОРГ1-01892,1
ОРГ2-00635,0
ОРГ1-00422,0
ОРГ2-04214,1
ОРГ1-03020,1
ОРГ1-00125,1
ОРГ1-02755,0
ОРГ1-02925,1
ОРГ2-06122,1
ОРГ1-01285,1
ОРГ2-04036,0
ОРГ1-03002,1
ОРГ1-02893,1
ОРГ2-01077,0
ОРГ1-00469,0
ОРГ1-02060,1
ОРГ2-05042,0
