id,type
ОРГ1-01529,3
ОРГ1-02889,2
ОРГ1-02631,2
ОРГ1-01798,2
ОРГ1-02508,2
ОРГ2-00725,1
ОРГ2-06172,1
ОРГ2-02628,1
ОРГ1-02849,2
ОРГ1-00530,2
ОРГ1-02147,2
ОРГ1-02087,2
ОРГ1-02694,0
ОРГ2-04867,3
ОРГ2-02718,0
ОРГ1-01630,2
ОРГ2-00444,2
ОРГ1-01870,2
ОРГ2-05627,2
ОРГ1-01913,2
ОРГ1-01273,2
ОРГ1-01343,2
ОРГ2-02537,1
ОРГ1-00677,2
ОРГ2-03086,2
ОРГ1-01773,1
ОРГ1-03010,0
ОРГ1-01375,0
ОРГ2-05967,1
ОРГ1-02784,1
ОРГ1-01299,2
ОРГ2-00006,2
ОРГ1-00323,2
ОРГ2-06413,2
ОРГ2-03795,1
ОРГ2-04013,2
ОРГ1-02196,1
ОРГ1-02006,2
ОРГ1-01779,0
ОРГ2-01406,1
ОРГ1-00916,2
ОРГ1-00598,2
ОРГ2-05004,1
ОРГ2-04731,1
ОРГ1-00688,0
ОРГ2-01388,2
ОРГ1-02096,2
ОРГ2-00151,2
ОРГ2-02762,0
ОРГ1-00517,3
ОРГ2-00603,2
ОРГ1-00719,0
ОРГ1-01533,2
ОРГ1-01717,1
ОРГ2-02422,0
ОРГ1-01245,2
ОРГ1-00558,0
ОРГ1-01802,2
ОРГ2-06315,1
ОРГ1-02112,3
ОРГ2-04453,0
ОРГ1-01292,2
ОРГ1-02197,2
ОРГ1-00089,3
ОРГ2-06137,1
ОРГ1-02011,1
ОРГ1-01892,2
ОРГ2-00635,0
ОРГ1-00422,1
ОРГ2-04214,2
ОРГ1-03020,3
ОРГ1-00125,2
ОРГ1-02755,1
ОРГ1-02925,2
ОРГ2-06122,2
ОРГ1-01285,2
ОРГ2-04036,0
ОРГ1-03002,2
ОРГ1-02893,2
ОРГ2-01077,1
ОРГ1-00469,2
ОРГ1-02060,2
ОРГ2-05042,2
