id,type
ОРГ1-01101,0
ОРГ1-00324,0
ОРГ1-00972,0
ОРГ1-00515,0
ОРГ1-01060,2
ОРГ2-05324,0
ОРГ1-03049,2
ОРГ2-04009,1
ОРГ1-01838,2
ОРГ1-02122,1
ОРГ1-00807,2
ОРГ1-01808,1
ОРГ1-02224,2
ОРГ1-00596,3
ОРГ2-00591,0
ОРГ1-01598,1
ОРГ2-04680,1
ОРГ1-00816,0
ОРГ1-01894,0
ОРГ1-01062,0
ОРГ2-04134,1
ОРГ1-02696,2
ОРГ1-02195,2
ОРГ1-00662,2
ОРГ1-01412,2
ОРГ2-07861,1
ОРГ2-06061,2
ОРГ1-00792,3
ОРГ2-05463,1
ОРГ2-02092,0
ОРГ1-00966,0
ОРГ1-02788,2
ОРГ1-02250,2
ОРГ1-02860,2
ОРГ1-01921,1
ОРГ2-04515,1
ОРГ1-01880,2
ОРГ2-04767,1
ОРГ1-02178,2
ОРГ1-00696,1
ОРГ1-01853,1
ОРГ1-02931,2
ОРГ1-00707,0
ОРГ1-01875,2
ОРГ1-01059,0
ОРГ1-02555,0
ОРГ1-01151,1
ОРГ1-01356,0
ОРГ1-02128,2
ОРГ1-02638,2
ОРГ1-02916,2
ОРГ1-00358,0
ОРГ1-02027,2
ОРГ1-01742,3
ОРГ2-03598,1
ОРГ1-01837,2
ОРГ1-03009,2
ОРГ1-02652,2
ОРГ1-02165,2
ОРГ1-01202,2
ОРГ1-01797,0
ОРГ2-06867,1
ОРГ1-00520,1
ОРГ1-00910,2
ОРГ1-01560,2
ОРГ2-00067,1
ОРГ2-01629,2
ОРГ1-02934,1
ОРГ1-00784,0
ОРГ1-01617,0
ОРГ2-05211,2
ОРГ2-05087,1
ОРГ1-01377,2
ОРГ2-06851,1
ОРГ1-02202,1
ОРГ1-01856,2
ОРГ1-01472,2
ОРГ1-02850,1
ОРГ1-00713,0
ОРГ2-05928,1
ОРГ1-00948,3
ОРГ1-01529,2
ОРГ1-02889,2
ОРГ1-02631,0
ОРГ1-01798,2
ОРГ1-02508,0
ОРГ2-00725,2
ОРГ2-06172,1
ОРГ2-02628,1
ОРГ1-02849,2
ОРГ1-00530,0
ОРГ1-02147,1
ОРГ1-02087,2
ОРГ1-02694,0
ОРГ2-04867,2
ОРГ2-02718,1
ОРГ1-01630,2
ОРГ2-00444,0
ОРГ1-01870,1
ОРГ2-05627,1
ОРГ1-01913,2
ОРГ1-01273,2
ОРГ1-01343,0
ОРГ2-02537,1
ОРГ1-00677,0
ОРГ2-03086,1
ОРГ1-01773,0
ОРГ1-03010,2
ОРГ1-01375,2
ОРГ2-05967,1
ОРГ1-02784,1
ОРГ1-01299,1
ОРГ2-00006,1
ОРГ1-00323,1
ОРГ2-06413,1
ОРГ2-03795,1
ОРГ2-04013,1
ОРГ1-02196,0
ОРГ1-02006,2
ОРГ1-01779,0
ОРГ2-01406,1
ОРГ1-00916,2
ОРГ1-00598,2
ОРГ2-05004,1
ОРГ2-04731,1
ОРГ1-00688,2
ОРГ2-01388,3
ОРГ1-02096,1
ОРГ2-00151,1
ОРГ2-02762,1
ОРГ1-00517,0
ОРГ2-00603,2
ОРГ1-00719,2
ОРГ1-01533,2
ОРГ1-01717,2
ОРГ2-02422,2
ОРГ1-01245,0
ОРГ1-00558,2
ОРГ1-01802,2
ОРГ2-06315,1
ОРГ1-02112,1
ОРГ2-04453,1
ОРГ1-01292,1
ОРГ1-02197,2
ОРГ1-00089,2
ОРГ2-06137,1
ОРГ1-02011,0
ОРГ1-01892,2
ОРГ2-00635,1
ОРГ1-00422,2
ОРГ2-04214,2
ОРГ1-03020,1
ОРГ1-00125,0
ОРГ1-02755,2
ОРГ1-02925,2
ОРГ2-06122,1
ОРГ1-01285,2
ОРГ2-04036,2
ОРГ1-03002,2
ОРГ1-02893,0
ОРГ2-01077,2
ОРГ1-00469,3
ОРГ1-02060,2
ОРГ2-05042,1
